id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;year;Nemployees;Ncommunities;management;freeINDandDEC;freeFINandGOV;AREAtotal;AREAred;facilities[SQ001];facilities[SQ002];facilities[SQ003];facilities[SQ004];facilities[SQ005];NCSOs;CSOrehab;CSOinvest;Npumpstat;MvarCSO[SQ001];MvarCSO[SQ002];MvarCSO[SQ003];MvarCSO[SQ004];MvarCSO[SQ005];MvarCSO[other];NinstrumCSO;Npluviom;WLmeas[SQ001];WLmeas[SQ002];WLmeas[SQ003];WLmeas[SQ004];WLmeas[SQ005];WLmeas[other];WLplants;WLassess;WLdataQlty;WLdataQLTYbad[SQ001];WLdataQLTYbad[SQ002];WLdataQLTYbad[SQ003];WLdataQLTYbad[other];WQproblm2[SQ001];WQproblm2[SQ002];WQproblm2[SQ003];WQproblm2[SQ004];WQproblm2[other];ORGshare[SQ001];ORGshare[SQ002];ORGshare[SQ003];ORGshare[SQ004];ORGshare[other];MTavail;METex[SQ001];METex[SQ002];METex[SQ003];METex[SQ004];METex[SQ005];METex[SQ006];METex[SQ007];METex[SQ008];METex[SQ009];METex[other];METobst[SQ001];METobst[SQ002];METobst[SQ003];METobst[SQ004];METobst[SQ005];METobst[SQ006];METobst[SQ007];METobst[SQ008];METobst[other];MEASplants[SQ001];MEASplants[SQ002];MEASplants[SQ003];MEASplants[SQ004];MEASplants[SQ005];MEASplants[SQ006];MEASplants[SQ007];MEASplants[SQ008];MEASplants[SQ009];MEASplants[other];MEunc;MEunc[comment];IntDrainPlan;IDPyear;IDPrev;ORGcoopUD;EMPevent;MEAStp;woWWTP;woWWTP[other];SSvision;SSvision[comment];CSOpublic;CSOpublic[comment];CSOlaw;impREG;TSguide;REGapply;REGenf;CSOreg[SQ001];CSOreg[SQ002];CSOreg[SQ003];CSOreg[SQ004];CSOreg[other];CSOmonit[1];CSOmonit[2];CSOmonit[3];CSOmonit[4];CSOmonit[5];CSOmonit[6];CSOmonit[7];CSOmonit[8];CSOmonit[9];CSOmonit[10];CSOmonit[11];CSOmonit[12];CSOownprop;UDfeed;COUDapply[SQ001];COUDapply[SQ002];interviewtime;groupTime3815;yearTime;NemployeesTime;NcommunitiesTime;managementTime;freeINDandDECTime;freeFINandGOVTime;AREAtotalTime;AREAredTime;facilitiesTime;groupTime3816;NCSOsTime;CSOrehabTime;CSOinvestTime;NpumpstatTime;groupTime3817;MvarCSOTime;NinstrumCSOTime;NpluviomTime;groupTime3818;WLmeasTime;WLplantsTime;WLassessTime;WLdataQltyTime;WLdataQLTYbadTime;WQproblm2Time;ORGshareTime;groupTime3821;MTavailTime;METexTime;METobstTime;MEASplantsTime;MEuncTime;groupTime3822;IntDrainPlanTime;IDPyearTime;IDPrevTime;ORGcoopUDTime;groupTime3823;EMPeventTime;groupTime3824;MEAStpTime;woWWTPTime;SSvisionTime;CSOpublicTime;groupTime3825;CSOlawTime;impREGTime;TSguideTime;REGapplyTime;REGenfTime;CSOregTime;groupTime3826;CSOmonitTime;CSOownpropTime;UDfeedTime;groupTime3827;CIsurveyTime;COUDapplyTime;is_complete;ip_region;ip_country
121;2024-07-02 12:38:32;11.0;de;378043361;2024-07-02 12:28:36;2024-07-02 12:38:32;1970.0;2.0;2.0;;3.0;3.0;;;No;No;Yes;No;Yes;2.0;No;No;1.0;No;No;Yes;Yes;No;;1.0;1.0;Yes;No;No;No;No;;Of most;Several times a year;Enig;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;;3.0;Yes;No, neither of those;;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;No;Yes;No;No;;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;One-off subsidy for metrology equipment;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;;No;No;600.24;151.6;;;;;;;;;;30.83;;;;;48.34;;;;97.11;;;;;;;;22.3;;;;;;27.33;;;;;11.52;;87.67;;;;;35.88;;;;;;;57.96;;;;29.7;;;complete;Zurich;CH
492;2024-07-12 06:52:11;11.0;de;677401318;2024-07-12 06:30:55;2024-07-12 06:52:11;1970.0;3.0;4.0;Yes;4.0;4.0;;;No;No;Yes;No;No;12.0;Yes;No;4.0;No;Yes;Yes;Yes;No;;7.0;0.0;Yes;Yes;No;No;No;;Of most;Several times a year;Enig;;;;;;;;;;No;Yes;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;Yes;No;No;No;;No, but I would like to know more or to do this in future;;Yes;2022;No;4.0;Yes;No, neither of those;No;;;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;;;;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Education and training opportunities for measurement technology and measurement data management;;;;;;;;;;;;;No;No;1281.9;268.68;;;;;;;;;;163.49;;;;;133.67;;;;143.61;;;;;;;;119.03;;;;;;47.13;;;;;20.49;;178.88;;;;;95.13;;;;;;;86.58;;;;25.21;;;complete;Saint Gallen;CH
125;2024-07-02 13:10:15;11.0;fr;2147451541;2024-07-02 12:44:06;2024-07-02 13:10:15;1970.0;2.0;2.0;;4.0;3.0;63.0;;Yes;No;No;Yes;No;0.0;;;3.0;;;;;;;;1.0;No;Yes;No;No;No;;Of all;In near real-time;Enig;;;;;;;;;;No;No;No;No;avec le SEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nous n'avons pas de bassin tampon;;;;4.0;No;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;Yes;Yes;Yes;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Performance indicators;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Education and training opportunities for measurement technology and measurement data management;Shifting competence from the municipality to the association;;;;;;;;;No;No;1575.75;957.57;;;;;;;;;;19.72;;;;;12.97;;;;114.81;;;;;;;;119.54;;;;;;34.71;;;;;22.86;;132.37;;;;;67.54;;;;;;;62.85;;;;30.81;;;complete;Zurich;CH
487;2024-07-11 14:07:31;11.0;de;964950635;2024-07-11 13:58:39;2024-07-11 14:07:31;1970.0;;1.0;Yes;5.0;;;;No;No;No;No;Yes;3.0;;;4.0;No;No;No;No;No;;0.0;;No;No;No;No;No;;;;;;;;;;;;;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;;;;;;;;;;;;;;;;No;No;542.53;194.01;;;;;;;;;;40.75;;;;;42.51;;;;29.3;;;;;;;;11.97;;;;;;11.6;;;;;18.9;;106.4;;;;;39.24;;;;;;;33.46;;;;14.39;;;complete;Fribourg;CH
437;2024-07-09 12:48:27;11.0;fr;1603530025;2024-07-09 12:30:24;2024-07-09 12:48:27;1976.0;2.0;5.0;Yes;4.0;3.0;248.8;175.3;No;No;Yes;No;Yes;4.0;No;No;0.0;No;No;No;No;No;aucun;0.0;0.0;No;No;No;No;No;aucun;Of none;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;;;;;;;;;;;Yes;No;No;No;;No;No;No;No;No;No;No;No;No;No;;No;Yes;No;No;No;No;No;No;;;;;;;;;;;;;;Yes;2004;Yes;;Yes;;;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;;;;;;;;;;;;No;No;1088.85;289.82;;;;;;;;;;33.4;;;;;70.74;;;;114.53;;;;;;;;129.43;;;;;;54.33;;;;;23.22;;123.81;;;;;44.91;;;;;;;148.99;;;;55.67;;;complete;Bern;CH
158;2024-07-03 12:00:27;11.0;de;1880067017;2024-07-03 06:28:41;2024-07-03 12:00:27;1950.0;5.0;1.0;Yes;2.0;2.0;188.0;84.0;No;Yes;No;No;No;4.0;No;Yes;3.0;No;Yes;No;No;No;;4.0;1.0;Yes;No;Yes;No;No;;From some;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;Yes;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;No;Yes;Yes;Yes;;Yes, I do uncertainty calculations on my data;;Yes;1999;Yes;5.0;Yes;Yes, for the evaluation of the measurement data;Yes, it makes sense to acquire all urban drainage assets;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;;Performance indicators;Increased supervisory role of the cantons;One-off subsidy for metrology equipment;;;;;;;;;;;;No;No;1370.75;50.32;;;;;;;;;;81.32;;;;;64.0;;;;149.24;;;;;;;;60.47;;;;;;91.49;;;;;39.82;;184.66;;;;;65.89;;;;;;;193.97;;;;389.57;;;complete;Zurich;CH
435;2024-07-09 12:23:39;11.0;de;1100640036;2024-07-09 11:50:35;2024-07-09 12:23:39;1961.0;4.0;4.0;No;3.0;4.0;495.0;130.0;Yes;Yes;No;No;No;22.0;Yes;Yes;2.0;Yes;No;No;No;No;;1.0;1.0;No;No;No;No;Yes;;From some;;;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;Yes;;;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Shifting competence from the municipality to the association;One-off subsidy for metrology equipment;;;;;;;;;;;;No;No;1989.41;1242.85;;;;;;;;;;336.23;;;;;66.51;;;;87.61;;;;;;;;12.68;;;;;;14.97;;;;;12.93;;65.86;;;;;50.56;;;;;;;77.69;;;;21.52;;;complete;Zug;CH
427;2024-07-09 08:18:18;11.0;de;2123246859;2024-07-09 08:09:58;2024-07-09 08:18:18;1970.0;6.0;8.0;Yes;5.0;5.0;;;No;Yes;No;No;No;8.0;Yes;Yes;8.0;Yes;Yes;Yes;No;No;;8.0;2.0;No;No;Yes;No;No;;Of most;In near real-time;Enig;;;;;;;;;;No;Yes;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;;Yes, I do uncertainty calculations on my data;;No;;;;Yes;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;Yes;No;No;Yes;No;Yes;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;;;;;;;;;;;;Yes;No;504.98;43.72;;;;;;;;;;16.76;;;;;44.12;;;;35.08;;;;;;;;49.33;;;;;;21.3;;;;;11.19;;79.61;;;;;42.1;;;;;;;103.9;;;;57.87;;;complete;Bern;CH
350;2024-07-06 10:10:03;11.0;fr;593081610;2024-07-06 09:36:03;2024-07-06 10:10:03;1975.0;5.0;1.0;Yes;4.0;4.0;1116.0;385.0;No;Yes;No;No;No;1.0;Yes;No;0.0;Yes;Yes;Yes;Yes;Yes;quantité d'eau pluviale non traitée par dégrillage et décantation dans un bassin d'eau pluviale;1.0;0.0;No;Yes;No;No;No;;Of all;In near real-time;Enig;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, I don't think this is needed;;;;;5.0;Yes;Yes, for the maintenance of the measurement technology;Yes, it makes sense to acquire all urban drainage assets;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Performance indicators;Customized services of engineering and design offices;;;;;;;;;;;"La STEP reçoit la totalité des eaux du territoire communal, tant les eaux usées que les eaux de pluie, le réseau d'assainissement étant en système ""unitaire"". L'exutoire étant unique, il n'est pas possible de concevoir un réseau selon le système séparatif dans un rapport coût/ efficacité acceptable.
Nous avons construit en 2022 un nouvel ouvrage pour dégriller quatre fois plus les eaux qui ne transitent pas par la STEP, soit 8 m3/s, réduisant considérablement le rejet de déchets à l'exutoire (40 x moins). Ainsi, en multipliant par quatre la capacité de dégrillage, cela diminue de 90% le volume d'eau déversé dans la rivière sans dégrillage, ramenant cette quantité à moins de 1% du débit des eaux non traitées, soit, en moyenne, un seul événement de pluie par année. La quantité de déchets grossiers rejetés dans l'environnement est ainsi réduite de 95%.";Yes;Yes;2046.38;941.87;;;;;;;;;;23.49;;;;;237.31;;;;87.03;;;;;;;;21.9;;;;;;10.81;;;;;34.45;;123.66;;;;;54.72;;;;;;;422.96;;;;88.18;;;complete;Neuchâtel;CH
343;2024-07-05 13:29:00;11.0;de;1078682742;2024-07-05 13:10:11;2024-07-05 13:29:00;1963.0;3.0;10.0;Yes;5.0;5.0;1122.8;276.6;Yes;No;Yes;No;No;20.0;Yes;Yes;10.0;Yes;Yes;No;No;No;;0.0;1.0;No;No;No;Yes;No;;From some;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, but I would like to know more or to do this in future;;Yes;2024;No;4.0;Yes;No, neither of those;No;;I support this vision on the following condition:;;I support this vision on the following condition:;Mit Subventionen;;;;;;Yes;No;No;No;;One-off subsidy for metrology equipment;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;;;;;;;Yes;Yes;1132.59;449.13;;;;;;;;;;176.01;;;;;80.14;;;;66.32;;;;;;;;27.2;;;;;;21.85;;;;;22.48;;124.15;;;;;40.53;;;;;;;63.11;;;;61.67;;;complete;Bern;CH
198;2024-07-03 14:12:52;11.0;de;727275888;2024-07-03 13:50:19;2024-07-03 14:12:52;1987.0;2.2;6.0;Yes;4.0;4.0;30000.0;;No;No;No;No;Yes;4.0;No;Yes;2.0;Yes;Yes;Yes;Yes;No;;4.0;0.0;No;Yes;Yes;No;No;;Of most;In near real-time;Enig;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;Yes;Yes;Yes;No;Yes;No;No;;No, I don't think this is needed;;No;;;;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;Yes;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;Yes;Yes;1357.29;585.77;;;;;;;;;;57.01;;;;;88.2;;;;89.9;;;;;;;;86.55;;;;;;42.37;;;;;13.48;;187.0;;;;;81.01;;;;;;;76.36;;;;49.64;;;complete;Solothurn;CH
337;2024-07-05 10:02:23;11.0;de;456705044;2024-07-05 09:54:07;2024-07-05 10:02:23;1956.0;13.0;2.0;Yes;;;;;Yes;Yes;Yes;No;Yes;;;;;;;;;;;;2.0;Yes;Yes;Yes;No;No;;Of most;Several times a year;Uenig;No;No;No;;Yes;Yes;No;Yes;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;Yes;Yes;Yes;No;;No, I don't think this is needed;;Yes;2008;Yes;5.0;Yes;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;;Shifting competence from the municipality to the association;Better products and services from metrology companies;Education and training opportunities for measurement technology and measurement data management;;;;;;;;;;;;No;No;499.1;108.17;;;;;;;;;;9.62;;;;;9.91;;;;79.91;;;;;;;;72.12;;;;;;20.06;;;;;11.36;;61.89;;;;;31.93;;;;;;;58.79;;;;35.34;;;complete;Lucerne;CH
327;2024-07-05 08:23:28;11.0;fr;435332749;2024-07-05 07:51:01;2024-07-05 08:23:28;1973.0;30.0;20.0;Yes;3.0;4.0;3950.0;1185.0;No;No;Yes;No;Yes;62.0;Yes;Yes;46.0;Yes;Yes;No;No;No;;7.0;10.0;No;No;Yes;Yes;No;;Of none;Once a month;Enig;;;;;;;;;;No;No;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;Yes;No;No;No;No;No;No;Yes;;Yes, I do uncertainty calculations on my data;;Yes;2012;Yes;5.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;No;No;Yes;Yes;Yes;No;Yes;Yes;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Performance indicators;Education and training opportunities for measurement technology and measurement data management;One-off subsidy for metrology equipment;Better products and services from metrology companies;;;;;;;;;;No;No;1952.81;616.76;;;;;;;;;;216.24;;;;;136.44;;;;122.43;;;;;;;;150.84;;;;;;70.87;;;;;23.4;;223.21;;;;;123.84;;;;;;;165.3;;;;103.48;;;complete;Valais;CH
203;2024-07-03 15:45:28;11.0;fr;1531631001;2024-07-03 15:30:03;2024-07-03 15:45:28;1970.0;7.0;6.0;Yes;2.0;5.0;;;No;Yes;No;No;No;2.0;Yes;No;12.0;No;Yes;No;No;No;;0.0;1.0;No;No;No;No;No;relevé manuel;Of none;Never;Uenig;No;No;No;Pas d'envie;Yes;No;No;No;;Yes;No;No;No;;No;No;No;No;Yes;No;Yes;No;No;No;;No;No;No;No;No;Yes;No;No;;;;;;;;;;;;;;;;;4.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;;Qui va s'y intéressé à pars les professionnels;;;Yes;;No;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Joint events and information campaigns;Performance indicators;;;;;;;;;;;;No;No;929.51;228.46;;;;;;;;;;23.11;;;;;66.88;;;;134.28;;;;;;;;104.75;;;;;;24.45;;;;;10.54;;139.16;;;;;45.42;;;;;;;116.52;;;;35.94;;;complete;Vaud;CH
318;2024-07-05 06:21:24;11.0;fr;583525339;2024-07-05 06:12:33;2024-07-05 06:21:24;1994.0;1.0;4.0;No;4.0;3.0;;;Yes;No;No;No;No;;;;;;;;;;;;1.0;No;No;No;No;Yes;;Of most;In near real-time;Enig;;;;;;;;;;Yes;No;No;No;;No;No;Yes;Yes;No;No;No;No;No;No;;Yes;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;No;No, neither of those;Yes, it makes sense to acquire all urban drainage assets;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;;;;;;;;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Better products and services from metrology companies;Shifting competence from the municipality to the association;Education and training opportunities for measurement technology and measurement data management;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Joint events and information campaigns;Increased supervisory role of the cantons;Customized services of engineering and design offices;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;No;No;535.63;117.39;;;;;;;;;;8.59;;;;;13.38;;;;95.81;;;;;;;;83.18;;;;;;19.93;;;;;15.95;;66.95;;;;;46.46;;;;;;;52.09;;;;15.9;;;complete;Zurich;CH
206;2024-07-04 04:23:08;11.0;de;187898863;2024-07-04 03:55:16;2024-07-04 04:23:08;1964.0;1.5;3.0;Yes;4.0;3.0;2074.0;;No;Yes;Yes;Yes;Yes;6.0;Yes;Yes;7.0;Yes;Yes;Yes;Yes;Yes;;5.0;2.0;No;Yes;Yes;Yes;No;;Of most;In near real-time;Enig;;;;;;;;;;No;No;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;Yes;Yes;No;Yes;;;;;;;4.0;;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;Kosten müssen überschaubar sein.;I support this vision on the following condition:;Wenn kein Zugriff auf interne Systeme erfolgen kann.;Yes;Yes;Yes;Yes;Yes;No;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;One-off subsidy for metrology equipment;;;;;;;;;;;;No;Yes;1642.26;418.75;;;;;;;;;;86.27;;;;;165.43;;;;121.29;;;;;;;;110.12;;;;;;13.41;;;;;38.91;;333.56;;;;;124.19;;;;;;;168.8;;;;61.53;;;complete;Zurich;CH
316;2024-07-05 06:40:25;11.0;de;1037557500;2024-07-05 05:44:26;2024-07-05 06:40:25;2000.0;3.0;20.0;No;5.0;5.0;;;No;Yes;Yes;No;Yes;;;;;;;;;;;;0.0;No;No;Yes;No;Yes;;Of most;Annually;Enig;;;;;;;;;;No;Yes;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;Yes;No;No;No;;No, but I would like to know more or to do this in future;;Yes;2020;Yes;5.0;Yes;Yes, for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;No;Yes;Yes;Yes;Yes;Yes;No;No;;Shifting competence from the municipality to the association;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Performance indicators;;;;;;;;;;;;;;3328.78;1245.49;;;;;;;;;;277.76;;;;;35.86;;;;296.49;;;;;;;;203.42;;;;;;176.41;;;;;38.21;;345.73;;;;;279.72;;;;;;;307.83;;;;121.86;;;complete;Zurich;CH
314;2024-07-05 05:40:32;11.0;fr;1073397456;2024-07-05 05:12:13;2024-07-05 05:40:32;1970.0;1.0;2.0;;3.0;5.0;1122.0;;No;Yes;No;Yes;No;1.0;No;Yes;5.0;No;Yes;No;No;No;;0.0;1.0;No;Yes;No;No;No;;Of none;;Uenig;Yes;Yes;No;;Yes;No;No;No;;Yes;No;No;No;;No;Yes;No;No;No;Yes;No;No;No;Yes;;No;Yes;No;No;No;No;No;No;;;;;;;;;;;;No, I don't think this is needed;;No;;;3.0;No;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;No;No;;;Yes;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);One-off subsidy for metrology equipment;;;;;;;;;;;;No;No;1704.93;704.61;;;;;;;;;;30.64;;;;;68.25;;;;210.76;;;;;;;;156.68;;;;;;35.54;;;;;37.67;;225.64;;;;;69.26;;;;;;;108.38;;;;57.5;;;complete;Zurich;CH
210;2024-07-04 05:41:06;11.0;de;2046077899;2024-07-04 05:20:43;2024-07-04 05:41:06;1963.0;2.0;2.0;No;4.0;4.0;1100.0;80.0;No;Yes;No;No;No;2.0;No;;0.0;Yes;No;No;No;No;;1.0;0.0;Yes;No;No;No;No;;Of most;In near real-time;Enig;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, I don't think this is needed;;;;;4.0;;;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;;;;No;No;Yes;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;One-off subsidy for metrology equipment;Education and training opportunities for measurement technology and measurement data management;;;;;;;;;;;Yes;Yes;1220.44;428.81;;;;;;;;;;48.58;;;;;47.81;;;;82.45;;;;;;;;64.09;;;;;;27.68;;;;;22.92;;168.97;;;;;61.24;;;;;;;138.81;;;;129.08;;;complete;Bern;CH
311;2024-07-05 04:52:35;11.0;fr;1801970536;2024-07-05 04:30:22;2024-07-05 04:52:35;1985.0;6.0;18.0;Yes;2.0;2.0;80597.0;2121.0;No;No;Yes;No;Yes;38.0;Yes;Yes;0.0;No;Yes;No;No;No;;15.0;1.0;No;No;Yes;No;No;;Of all;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;Yes;No;Yes;No;No;No;No;No;;;;;;;;Yes;No, neither of those;Yes, it makes sense to acquire all urban drainage assets;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;Yes;Yes;Yes;No;No;No;No;-;One-off subsidy for metrology equipment;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Shifting competence from the municipality to the association;Own suggestion;;;;;;;;;;No;No;1338.0;354.3;;;;;;;;;;100.25;;;;;188.45;;;;90.65;;;;;;;;75.25;;;;;;15.84;;;;;35.42;;91.98;;;;;115.74;;;;;;;230.86;;;;39.26;;;complete;Bern;CH
