;Code;Group_ID;Group;Question_ID;QuestionType;Question;ShortQuestion;Answers
55;ORGshare[other];4;CSO data transmission and management;30;multiselect_text;Notre organisation partage les données sur le niveau de l'eau avec des tiers ... [Autre];Notre organisation partage les données sur le niveau de l'eau avec des tiers ... ;Autre
56;MTavail;5;Added value through the use of measurement technology;31;bool;Une technologie de mesure est-elle disponible pour vos déversoirs orages ?;Une technologie de mesure est-elle disponible pour vos déversoirs orages ?;Non$Oui
57;METex[SQ001];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Rendre visible le fonctionnement du système d'assainissement];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Rendre visible le fonctionnement du système d'assainissement
58;METex[SQ002];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Coûts et gains de temps pour le personnel d'exploitation];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Coûts et gains de temps pour le personnel d'exploitation
59;METex[SQ003];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Préservation de la valeur des systèmes d'eau de pluie];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Préservation de la valeur des systèmes d'eau de pluie
60;METex[SQ004];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Surveillance continue pour détecter les incidents];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Surveillance continue pour détecter les incidents
61;METex[SQ005];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Contrôle dynamique des rejets des stations d'épuration];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Contrôle dynamique des rejets des stations d'épuration
62;METex[SQ006];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Gestion intégrée du réseau d'égouts et du STEP (et des masses d'eau)];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Gestion intégrée du réseau d'égouts et du STEP (et des masses d'eau)
63;METex[SQ007];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Base d'évaluation pour la planification future];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Base d'évaluation pour la planification future
64;METex[SQ008];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [La prévention des mauvais investissements];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;La prévention des mauvais investissements
65;METex[SQ009];5;Added value through the use of measurement technology;32;3multiselect;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Contrôle et évaluation des performances];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Contrôle et évaluation des performances
66;METex[other];5;Added value through the use of measurement technology;32;3multiselect_text;Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? [Autre];Les exemples suivants décrivent comment les opérateurs peuvent bénéficier de l'utilisation de la technologie de mesure dans les systèmes de drainage urbain. Quelles sont les trois raisons qui vous inciteraient le plus à utiliser la métrologie ? ;Autre
67;METobst[SQ001];5;Added value through the use of measurement technology;33;3multiselect;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [Raisons financières];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;Raisons financières
68;METobst[SQ002];5;Added value through the use of measurement technology;33;3multiselect;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [Difficultés techniques liées à l'équipement en techniques de mesure];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;Difficultés techniques liées à l'équipement en techniques de mesure
69;METobst[SQ003];5;Added value through the use of measurement technology;33;3multiselect;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [Difficultés techniques dans le traitement des données de mesure];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;Difficultés techniques dans le traitement des données de mesure
70;METobst[SQ004];5;Added value through the use of measurement technology;33;3multiselect;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [Manque de procédures standardisées];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;Manque de procédures standardisées
71;METobst[SQ005];5;Added value through the use of measurement technology;33;3multiselect;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [Pas de soutien cantonal à la procédure];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;Pas de soutien cantonal à la procédure
72;METobst[SQ006];5;Added value through the use of measurement technology;33;3multiselect;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [Pas d'exigences légales];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;Pas d'exigences légales
73;METobst[SQ007];5;Added value through the use of measurement technology;33;3multiselect;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [La métrologie n'est pas pertinente ou nécessaire pour nous];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;La métrologie n'est pas pertinente ou nécessaire pour nous
74;METobst[SQ008];5;Added value through the use of measurement technology;33;3multiselect;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [Nous ne savons pas grand-chose de la métrologie];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;Nous ne savons pas grand-chose de la métrologie
75;METobst[other];5;Added value through the use of measurement technology;33;3multiselect_text;Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? [Autre];Quels sont, selon vous, les trois plus grands obstacles à l'utilisation de la technologie de mesure pour votre association de gestion des eaux usées ? ;Autre
76;MEASplants[SQ001];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Rendre visible le fonctionnement du système d'assainissement];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Rendre visible le fonctionnement du système d'assainissement
77;MEASplants[SQ002];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Coûts et gains de temps pour le personnel d'exploitation];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Coûts et gains de temps pour le personnel d'exploitation
78;MEASplants[SQ003];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Préservation de la valeur des systèmes d'eau de pluie];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Préservation de la valeur des systèmes d'eau de pluie
79;MEASplants[SQ004];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Surveillance continue pour détecter les incidents];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Surveillance continue pour détecter les incidents
80;MEASplants[SQ005];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Contrôle dynamique des rejets des stations d'épuration];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Contrôle dynamique des rejets des stations d'épuration
81;MEASplants[SQ006];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Gestion intégrée du réseau d'égouts et du STEP (et des masses d'eau)];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Gestion intégrée du réseau d'égouts et du STEP (et des masses d'eau)
82;MEASplants[SQ007];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Base d'évaluation pour la planification future];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Base d'évaluation pour la planification future
83;MEASplants[SQ008];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [La prévention des mauvais investissements];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;La prévention des mauvais investissements
84;MEASplants[SQ009];5;Added value through the use of measurement technology;34;3multiselect;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Contrôle et évaluation des performances];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Contrôle et évaluation des performances
85;MEASplants[other];5;Added value through the use of measurement technology;34;3multiselect_text;Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. [Autre];Pourquoi votre association de gestion des eaux usées a-t-elle décidé d'utiliser la technologie de mesure sur les stations d'épuration ? Veuillez sélectionner un maximum de 3 raisons principales. ;Autre
86;MEunc;5;Added value through the use of measurement technology;35;singleselect;Évaluez-vous l'incertitude des données de surveillance collectées ? (Type A : valeurs mesurées répétées, Type B : jugement scientifique, informations fournies par le fabricant du capteur, propagation des erreurs, etc.);Évaluez-vous l'incertitude des données de surveillance collectées ? (Type A : valeurs mesurées répétées, Type B : jugement scientifique, informations fournies par le fabricant du capteur, propagation des erreurs, etc.);Oui, j'effectue des calculs d'incertitude sur mes données$Non, mais j'aimerais en savoir plus ou le faire à l'avenir$Non, je ne pense pas que ce soit nécessaire
