;Code;Group_ID;Group;Question_ID;QuestionType;Question;ShortQuestion;Answers
17;facilities[SQ002];1;General info;16;multiselect;Welke faciliteiten exploiteert uw bedrijf anders dan de RWZI? [Gemengde riooloverstorten  in eigendom van gemeenten];Welke faciliteiten exploiteert uw bedrijf anders dan de RWZI? ;Gemengde riooloverstorten  in eigendom van gemeenten
18;facilities[SQ003];1;General info;16;multiselect;Welke faciliteiten exploiteert uw bedrijf anders dan de RWZI? [Gemengde riooloverstorten in eigendom van uw organisatie];Welke faciliteiten exploiteert uw bedrijf anders dan de RWZI? ;Gemengde riooloverstorten in eigendom van uw organisatie
19;facilities[SQ004];1;General info;16;multiselect;Welke faciliteiten exploiteert uw bedrijf anders dan de RWZI? [Delen van het rioleringsstelsel in eigendom van de gemeenten];Welke faciliteiten exploiteert uw bedrijf anders dan de RWZI? ;Delen van het rioleringsstelsel in eigendom van de gemeenten
20;facilities[SQ005];1;General info;16;multiselect;Welke faciliteiten exploiteert uw bedrijf anders dan de RWZI? [Aandelen van het rioleringsstelsel in eigendom van de organisatie];Welke faciliteiten exploiteert uw bedrijf anders dan de RWZI? ;Aandelen van het rioleringsstelsel in eigendom van de organisatie
21;NCSOs;2;Sewer infrastructure elements;17;number;Hoeveel gemengde riooloverstorten  beheert uw organisatie?;Hoeveel gemengde riooloverstorten  beheert uw organisatie?;
22;CSOrehab;2;Sewer infrastructure elements;18;bool;Is er in de afgelopen 5 jaar een renovatie uitgevoerd aan een gemengde riooloverstort ?;Is er in de afgelopen 5 jaar een renovatie uitgevoerd aan een gemengde riooloverstort ?;Ja$Nee
23;CSOinvest;2;Sewer infrastructure elements;19;bool;Zijn er investeringen gepland voor de renovatie gemengde riooloverstorten) in de komende 5 jaar?;Zijn er investeringen gepland voor de renovatie gemengde riooloverstorten) in de komende 5 jaar?;Ja$Nee
24;Npumpstat;2;Sewer infrastructure elements;20;number;Hoeveel rioolgemalen beheert uw afvalwaterassociatie?;Hoeveel rioolgemalen beheert uw afvalwaterassociatie?;
25;MvarCSO[SQ001];3;Monitoring technology for CSOs;21;multiselect;Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    [Debiet naar de RWZI [l/s]];Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    ;Debiet naar de RWZI [l/s]
26;MvarCSO[SQ002];3;Monitoring technology for CSOs;21;multiselect;Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    [Waterpeil in de gemengde riooloverstort [m]];Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    ;Waterpeil in de gemengde riooloverstort [m]
27;MvarCSO[SQ003];3;Monitoring technology for CSOs;21;multiselect;Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    [Duur van de lozing];Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    ;Duur van de lozing
28;MvarCSO[SQ004];3;Monitoring technology for CSOs;21;multiselect;Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    [Frequentie van lozingen (lozingen/jaar)];Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    ;Frequentie van lozingen (lozingen/jaar)
29;MvarCSO[SQ005];3;Monitoring technology for CSOs;21;multiselect;Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    [Overstortingsvolume];Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    ;Overstortingsvolume
30;MvarCSO[other];3;Monitoring technology for CSOs;21;multiselect_text;Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    [Overige];Hieronder ziet u een selectie van variabelen en afgeleide hoeveelheden die gemeten kunnen worden bij gemengde riooloverstorten. Vink de gemeten variabelen aan die uw afvalwaterassociatie registreert.    ;Overige
31;NinstrumCSO;3;Monitoring technology for CSOs;22;number;De volgende vraag betreft de monitoring van gemengde riooloverstorten. Met meetinstrumenten bedoelen we bijvoorbeeld:   • Overstortingsdetectoren  • Sensoren om waterdiepte, -niveau of -kwaliteit te meten  • etc.  Hoeveel van uw gemengde riooloverstorten zijn uitgerust met ten minste één dergelijk meetapparaat?;De volgende vraag betreft de monitoring van gemengde riooloverstorten. Met meetinstrumenten bedoelen we bijvoorbeeld:   • Overstortingsdetectoren  • Sensoren om waterdiepte, -niveau of -kwaliteit te meten  • etc.  Hoeveel van uw gemengde riooloverstorten zijn uitgerust met ten minste één dergelijk meetapparaat?;
32;Npluviom;3;Monitoring technology for CSOs;23;number;Hoeveel permanente geplaatste neerslagmeters heeft in beheer?;Hoeveel permanente geplaatste neerslagmeters heeft in beheer?;
33;WLmeas[SQ001];4;CSO data transmission and management;24;multiselect;Hoe wordt de data communicatie uitgevoerd ? [About fiber optics];Hoe wordt de data communicatie uitgevoerd ? ;About fiber optics
34;WLmeas[SQ002];4;CSO data transmission and management;24;multiselect;Hoe wordt de data communicatie uitgevoerd ? [Via fixed landline/a copper cable/cable tlemetry];Hoe wordt de data communicatie uitgevoerd ? ;Via fixed landline/a copper cable/cable tlemetry
35;WLmeas[SQ003];4;CSO data transmission and management;24;multiselect;Hoe wordt de data communicatie uitgevoerd ? [Wireless via GSM (mobile network)];Hoe wordt de data communicatie uitgevoerd ? ;Wireless via GSM (mobile network)
36;WLmeas[SQ004];4;CSO data transmission and management;24;multiselect;Hoe wordt de data communicatie uitgevoerd ? [Wireless via LoRaWAN (low-energy radio)];Hoe wordt de data communicatie uitgevoerd ? ;Wireless via LoRaWAN (low-energy radio)
37;WLmeas[SQ005];4;CSO data transmission and management;24;multiselect;Hoe wordt de data communicatie uitgevoerd ? [The measurement data is recorded on site, read out manually and can be stored on a physical storage medium (e.g. USB stick) and taken along];Hoe wordt de data communicatie uitgevoerd ? ;The measurement data is recorded on site, read out manually and can be stored on a physical storage medium (e.g. USB stick) and taken along
38;WLmeas[other];4;CSO data transmission and management;24;multiselect_text;Hoe wordt de data communicatie uitgevoerd ? [Overige];Hoe wordt de data communicatie uitgevoerd ? ;Overige
39;WLplants;4;CSO data transmission and management;25;singleselect;From how many plants are the water level data transmitted directly to the process control system (DCS) of the WWTP?;From how many plants are the water level data transmitted directly to the process control system (DCS) of the WWTP?;Van sommige$Geen$Van de meeste$Van alle
40;WLassess;4;CSO data transmission and management;26;singleselect;Hoe vaak worden de waterstand-/lozinggegevens geanalyseerd voor de beoordeling van het functioneren van het systeem?;Hoe vaak worden de waterstand-/lozinggegevens geanalyseerd voor de beoordeling van het functioneren van het systeem?;Nooit$De evaluatie wordt onregelmatig uitgevoerd, bijvoorbeeld tijdens de planning of bij de herziening van verschillende lange termijn plannen.$Bijna in realtime$Dagelijks$Meerdere keren per jaar$Eenmaal per maand$Jaarlijks
41;WLdataQlty;4;CSO data transmission and management;27;bool;Is de kwaliteit van onze waterstandbewakingsgegevens in onze organisatie goed?;Is de kwaliteit van onze waterstandbewakingsgegevens in onze organisatie goed?;Niet mee eens$Mee eens
42;WLdataQLTYbad[SQ001];4;CSO data transmission and management;28;multiselect;Naar onze mening ligt de oorzaak van de slechte gegevenskwaliteit in [De meetinstrumenten];Naar onze mening ligt de oorzaak van de slechte gegevenskwaliteit in ;De meetinstrumenten
43;WLdataQLTYbad[SQ002];4;CSO data transmission and management;28;multiselect;Naar onze mening ligt de oorzaak van de slechte gegevenskwaliteit in [De gegevensoverdracht];Naar onze mening ligt de oorzaak van de slechte gegevenskwaliteit in ;De gegevensoverdracht
44;WLdataQLTYbad[SQ003];4;CSO data transmission and management;28;multiselect;Naar onze mening ligt de oorzaak van de slechte gegevenskwaliteit in [De hydraulische omstandigheden op de meetlocatie];Naar onze mening ligt de oorzaak van de slechte gegevenskwaliteit in ;De hydraulische omstandigheden op de meetlocatie
45;WLdataQLTYbad[other];4;CSO data transmission and management;28;multiselect_text;Naar onze mening ligt de oorzaak van de slechte gegevenskwaliteit in [Overige];Naar onze mening ligt de oorzaak van de slechte gegevenskwaliteit in ;Overige
46;WQproblm2[SQ001];4;CSO data transmission and management;29;multiselect;Wij hebben de volgende problemen: [Ontbrekende metingen];Wij hebben de volgende problemen: ;Ontbrekende metingen
47;WQproblm2[SQ002];4;CSO data transmission and management;29;multiselect;Wij hebben de volgende problemen: [Drift in het meetsignaal];Wij hebben de volgende problemen: ;Drift in het meetsignaal
48;WQproblm2[SQ003];4;CSO data transmission and management;29;multiselect;Wij hebben de volgende problemen: [Ruis op het meetsignaal];Wij hebben de volgende problemen: ;Ruis op het meetsignaal
49;WQproblm2[SQ004];4;CSO data transmission and management;29;multiselect;Wij hebben de volgende problemen: [Wij zijn niet zeker van de nauwkeurigheid van de metingen];Wij hebben de volgende problemen: ;Wij zijn niet zeker van de nauwkeurigheid van de metingen
50;WQproblm2[other];4;CSO data transmission and management;29;multiselect_text;Wij hebben de volgende problemen: [Overige];Wij hebben de volgende problemen: ;Overige
51;ORGshare[SQ001];4;CSO data transmission and management;30;multiselect;Onze organisatie deelt de waterstandgegevens met derden   [Nee, dat doen we niet];Onze organisatie deelt de waterstandgegevens met derden   ;Nee, dat doen we niet
52;ORGshare[SQ002];4;CSO data transmission and management;30;multiselect;Onze organisatie deelt de waterstandgegevens met derden   [Ja, met een ingenieursbureau om de gegevenskwaliteit te beoordelen];Onze organisatie deelt de waterstandgegevens met derden   ;Ja, met een ingenieursbureau om de gegevenskwaliteit te beoordelen
53;ORGshare[SQ003];4;CSO data transmission and management;30;multiselect;Onze organisatie deelt de waterstandgegevens met derden   [Ja, om de nauwkeurigheid van onze simulatiemodellen te controleren];Onze organisatie deelt de waterstandgegevens met derden   ;Ja, om de nauwkeurigheid van onze simulatiemodellen te controleren
54;ORGshare[SQ004];4;CSO data transmission and management;30;multiselect;Onze organisatie deelt de waterstandgegevens met derden   [Ja, met lokale of regionale toezichthouders voor nalevingsbeoordeling];Onze organisatie deelt de waterstandgegevens met derden   ;Ja, met lokale of regionale toezichthouders voor nalevingsbeoordeling
55;ORGshare[other];4;CSO data transmission and management;30;multiselect_text;Onze organisatie deelt de waterstandgegevens met derden   [Overige];Onze organisatie deelt de waterstandgegevens met derden   ;Overige
56;MTavail;5;Added value through the use of measurement technology;31;bool;Is meettechnologie beschikbaar in uw gemengde riooloverstorten?;Is meettechnologie beschikbaar in uw gemengde riooloverstorten?;Ja$Nee
57;METex[SQ001];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [De werking van het rioolsysteem zichtbaar maken];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;De werking van het rioolsysteem zichtbaar maken
58;METex[SQ002];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Kosten- en tijdsbesparing van het personeel];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Kosten- en tijdsbesparing van het personeel
59;METex[SQ003];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Behoud van de waarde van de afvoersystemen];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Behoud van de waarde van de afvoersystemen
60;METex[SQ004];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Continue monitoring om incidenten te detecteren];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Continue monitoring om incidenten te detecteren
61;METex[SQ005];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Real-time controle van afvalwatersystemen];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Real-time controle van afvalwatersystemen
62;METex[SQ006];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Geïntegreerd beheer van afvoernetwerk en afvalwaterzuiveringsinstallatie (en oppervlaktewater)];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Geïntegreerd beheer van afvoernetwerk en afvalwaterzuiveringsinstallatie (en oppervlaktewater)
63;METex[SQ007];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Basis voor beoordeling voor toekomstige planning];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Basis voor beoordeling voor toekomstige planning
64;METex[SQ008];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Voorkomen van slechte investeringen];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Voorkomen van slechte investeringen
65;METex[SQ009];5;Added value through the use of measurement technology;32;3multiselect;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Prestatiemonitoring en -beoordeling];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Prestatiemonitoring en -beoordeling
66;METex[other];5;Added value through the use of measurement technology;32;3multiselect_text;De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? [Overige];De volgende voorbeelden beschrijven hoe beheerders kunnen profiteren van het gebruik van meettechnologie in stedelijke afwateringssystemen. Wat zijn de 3 redenen die u het meest zouden motiveren om metrologie te gebruiken? ;Overige
67;METobst[SQ001];5;Added value through the use of measurement technology;33;3multiselect;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Financiële redenen];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Financiële redenen
68;METobst[SQ002];5;Added value through the use of measurement technology;33;3multiselect;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Technische moeilijkheden bij het installeren van meetapparatuur];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Technische moeilijkheden bij het installeren van meetapparatuur
69;METobst[SQ003];5;Added value through the use of measurement technology;33;3multiselect;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Technische moeilijkheden bij het omgaan met de meetgegevens];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Technische moeilijkheden bij het omgaan met de meetgegevens
70;METobst[SQ004];5;Added value through the use of measurement technology;33;3multiselect;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Gebrek aan gestandaardiseerde procedures];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Gebrek aan gestandaardiseerde procedures
71;METobst[SQ005];5;Added value through the use of measurement technology;33;3multiselect;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Geen ondersteuning voor gegevensverzameling en -verwerking door de regelgevende instantie];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Geen ondersteuning voor gegevensverzameling en -verwerking door de regelgevende instantie
72;METobst[SQ006];5;Added value through the use of measurement technology;33;3multiselect;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Geen wettelijke vereisten];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Geen wettelijke vereisten
73;METobst[SQ007];5;Added value through the use of measurement technology;33;3multiselect;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Metrologie is voor ons niet relevant of noodzakelijk];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Metrologie is voor ons niet relevant of noodzakelijk
74;METobst[SQ008];5;Added value through the use of measurement technology;33;3multiselect;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Wij weten niet veel over metrologie];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Wij weten niet veel over metrologie
75;METobst[other];5;Added value through the use of measurement technology;33;3multiselect_text;Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? [Overige];Wat zijn de 3 grootste obstakels voor het gebruik van meettechnologie in uw organisatie? ;Overige
76;MEASplants[SQ001];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [De werking van het rioolsysteem zichtbaar maken];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;De werking van het rioolsysteem zichtbaar maken
77;MEASplants[SQ002];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Kosten- en tijdsbesparing voor het bedienend personeel];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Kosten- en tijdsbesparing voor het bedienend personeel
78;MEASplants[SQ003];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Behoud van de waarde van regenwatersystemen];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Behoud van de waarde van regenwatersystemen
79;MEASplants[SQ004];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Continue monitoring om incidenten te detecteren];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Continue monitoring om incidenten te detecteren
80;MEASplants[SQ005];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Dynamische afvoerregeling van afvalwaterzuiveringsinstallaties];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Dynamische afvoerregeling van afvalwaterzuiveringsinstallaties
81;MEASplants[SQ006];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Geïntegreerd beheer van riolering, afvoernetwerk en RWZI (en waterlichamen)];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Geïntegreerd beheer van riolering, afvoernetwerk en RWZI (en waterlichamen)
82;MEASplants[SQ007];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Basis voor de beoordeling voor toekomstige planning];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Basis voor de beoordeling voor toekomstige planning
83;MEASplants[SQ008];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Voorkomen van slechte investeringen];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Voorkomen van slechte investeringen
84;MEASplants[SQ009];5;Added value through the use of measurement technology;34;3multiselect;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Prestatiemonitoring en -beoordeling];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Prestatiemonitoring en -beoordeling
85;MEASplants[other];5;Added value through the use of measurement technology;34;3multiselect_text;Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. [Overige];Waarom heeft uw organisatie besloten om de beheerde systemen te monitoren? Selecteer maximaal 3 hoofdredenen. ;Overige
86;MEunc;5;Added value through the use of measurement technology;35;singleselect;Analyseert u de onzekerheid van de verzamelde monitoringgegevens? (Type A: herhaalde meetwaarden, Type B: wetenschappelijk oordeel, informatie van de sensorfabrikant, foutvoorplanting, etc.);Analyseert u de onzekerheid van de verzamelde monitoringgegevens? (Type A: herhaalde meetwaarden, Type B: wetenschappelijk oordeel, informatie van de sensorfabrikant, foutvoorplanting, etc.);Ja, ik maak onzekerheidsberekeningen van mijn gegevens$Nee, maar ik zou hier meer over willen weten of dit in de toekomst doen$Nee, ik denk niet dat dit nodig is
87;MEunc[comment];5;Added value through the use of measurement technology;35;text;Analyseert u de onzekerheid van de verzamelde monitoringgegevens? (Type A: herhaalde meetwaarden, Type B: wetenschappelijk oordeel, informatie van de sensorfabrikant, foutvoorplanting, etc.) [Opmerking];Analyseert u de onzekerheid van de verzamelde monitoringgegevens? (Type A: herhaalde meetwaarden, Type B: wetenschappelijk oordeel, informatie van de sensorfabrikant, foutvoorplanting, etc.) ;Opmerking
88;IntDrainPlan;6;Collaboration with compliance authority;36;bool;Heeft u een geïntegreerd (water)plan voltooid voor alle systemen die uw organisatie beheert?;Heeft u een geïntegreerd (water)plan voltooid voor alle systemen die uw organisatie beheert?;Ja$Nee
89;IDPyear;6;Collaboration with compliance authority;37;number;In welk jaar is dit plan goedgekeurd?;In welk jaar is dit plan goedgekeurd?;
90;IDPrev;6;Collaboration with compliance authority;38;bool;Wordt dit plan momenteel herzien ?;Wordt dit plan momenteel herzien ?;Ja$Nee
91;ORGcoopUD;6;Collaboration with compliance authority;39;likert;In hoeverre bent u het eens met deze uitspraak:  Onze organisatie werkt goed samen met regelgevende instanties voor stedelijke afwatering;In hoeverre bent u het eens met deze uitspraak:  Onze organisatie werkt goed samen met regelgevende instanties voor stedelijke afwatering;
