;Code;Group_ID;Group;Question_ID;QuestionType;Question;ShortQuestion;Answers
25;MvarCSO[SQ001];3;Monitoring technology for CSOs;21;multiselect;Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    [Weiterleitmengen zur Kläranlage [l/s]];Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    ;Weiterleitmengen zur Kläranlage [l/s]
26;MvarCSO[SQ002];3;Monitoring technology for CSOs;21;multiselect;Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    [Wasserstand im Regenüberlaufbecken [m]];Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    ;Wasserstand im Regenüberlaufbecken [m]
27;MvarCSO[SQ003];3;Monitoring technology for CSOs;21;multiselect;Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    [Entlastungsdauer (Std./Jahr)];Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    ;Entlastungsdauer (Std./Jahr)
28;MvarCSO[SQ004];3;Monitoring technology for CSOs;21;multiselect;Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    [Entlastungshäufigkeit (#/Jahr)];Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    ;Entlastungshäufigkeit (#/Jahr)
29;MvarCSO[SQ005];3;Monitoring technology for CSOs;21;multiselect;Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    [Überlaufvolumen];Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    ;Überlaufvolumen
30;MvarCSO[other];3;Monitoring technology for CSOs;21;multiselect_text;Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    [Sonstiges];Nachfolgend sehen Sie eine Auswahl von Variablen und abgeleiteten Größen, die an Mischwasserüberläufen (CSO) gemessen werden können. Bitte kreuzen Sie die Messgrößen an, die Ihr Abwasserverband erfasst.    ;Sonstiges
31;NinstrumCSO;3;Monitoring technology for CSOs;22;number;Die folgende Frage betrifft die Überwachung von Mischwasserüberläufen. Unter Messgeräten verstehen wir beispielsweise:  • Überlaufdetektoren  • Sensoren zur Messung der Wassertiefe, des Wasserstandes oder der Wasserqualität  •etc.  Wie viele Ihrer Mischwasserüberläufe sind mit mindestens einem solchen Sensorgerät ausgestattet?;Die folgende Frage betrifft die Überwachung von Mischwasserüberläufen. Unter Messgeräten verstehen wir beispielsweise:  • Überlaufdetektoren  • Sensoren zur Messung der Wassertiefe, des Wasserstandes oder der Wasserqualität  •etc.  Wie viele Ihrer Mischwasserüberläufe sind mit mindestens einem solchen Sensorgerät ausgestattet?;
32;Npluviom;3;Monitoring technology for CSOs;23;number;Wie viele Dauerregenmesser betreibt Ihr Abwasserverband?;Wie viele Dauerregenmesser betreibt Ihr Abwasserverband?;
33;WLmeas[SQ001];4;CSO data transmission and management;24;multiselect;Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? [Über Glasfaser];Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? ;Über Glasfaser
34;WLmeas[SQ002];4;CSO data transmission and management;24;multiselect;Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? [Über Festnetz/Kupferkabel/Kabeltelemetrie];Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? ;Über Festnetz/Kupferkabel/Kabeltelemetrie
35;WLmeas[SQ003];4;CSO data transmission and management;24;multiselect;Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? [Drahtlos über GSM (Mobilfunknetz)];Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? ;Drahtlos über GSM (Mobilfunknetz)
36;WLmeas[SQ004];4;CSO data transmission and management;24;multiselect;Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? [Drahtlos über LoRaWAN (Low-Energy-Radio)];Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? ;Drahtlos über LoRaWAN (Low-Energy-Radio)
37;WLmeas[SQ005];4;CSO data transmission and management;24;multiselect;Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? [Die Messdaten werden vor Ort aufgezeichnet, manuell ausgelesen und können auf einem physischen Speichermedium (z.B. USB-Stick) gespeichert und mitgenommen werden];Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? ;Die Messdaten werden vor Ort aufgezeichnet, manuell ausgelesen und können auf einem physischen Speichermedium (z.B. USB-Stick) gespeichert und mitgenommen werden
38;WLmeas[other];4;CSO data transmission and management;24;multiselect_text;Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? [Sonstiges];Wie werden die Wasserstands-/Entlastungsdaten von den Messgeräten übertragen? ;Sonstiges
39;WLplants;4;CSO data transmission and management;25;singleselect;Von wie vielen Anlagen werden die  Wasserstands-/Entlastungsdaten direkt an das Prozessleitsystem (PLS) der Kläranlage übermittelt?;Von wie vielen Anlagen werden die  Wasserstands-/Entlastungsdaten direkt an das Prozessleitsystem (PLS) der Kläranlage übermittelt?;Von den meisten$Von einigen$Ausgerechnet$Nichts
40;WLassess;4;CSO data transmission and management;26;singleselect;Wie oft werden die  Wasserstands-/Entlastungsdaten für die Leistungsbeurteilung ausgewertet?;Wie oft werden die  Wasserstands-/Entlastungsdaten für die Leistungsbeurteilung ausgewertet?;Nahezu in Echtzeit$Nie$Die Bewertung erfolgt unregelmäßig, z.B. bei der Planung oder Überarbeitung des integrierten Entwässerungsplans$Einmal im Monat$Jährlich$Täglich$Mehrmals im Jahr
41;WLdataQlty;4;CSO data transmission and management;27;bool;Die Qualität unserer Wasserstandsüberwachungsdaten in unserer Organisation ist gut?;Die Qualität unserer Wasserstandsüberwachungsdaten in unserer Organisation ist gut?;Stimme zu$Stimme nicht zu
42;WLdataQLTYbad[SQ001];4;CSO data transmission and management;28;multiselect;Die Ursache für die schlechte Datenqualität liegt unserer Meinung nach in [Den Messgeräten];Die Ursache für die schlechte Datenqualität liegt unserer Meinung nach in ;Den Messgeräten
43;WLdataQLTYbad[SQ002];4;CSO data transmission and management;28;multiselect;Die Ursache für die schlechte Datenqualität liegt unserer Meinung nach in [Der Datenübertragung];Die Ursache für die schlechte Datenqualität liegt unserer Meinung nach in ;Der Datenübertragung
44;WLdataQLTYbad[SQ003];4;CSO data transmission and management;28;multiselect;Die Ursache für die schlechte Datenqualität liegt unserer Meinung nach in [Den hydraulischen Verhältnissen an der Messstelle];Die Ursache für die schlechte Datenqualität liegt unserer Meinung nach in ;Den hydraulischen Verhältnissen an der Messstelle
45;WLdataQLTYbad[other];4;CSO data transmission and management;28;multiselect_text;Die Ursache für die schlechte Datenqualität liegt unserer Meinung nach in [Sonstiges];Die Ursache für die schlechte Datenqualität liegt unserer Meinung nach in ;Sonstiges
46;WQproblm2[SQ001];4;CSO data transmission and management;29;multiselect;Wir haben folgende Probleme: [Fehlende Messungen];Wir haben folgende Probleme: ;Fehlende Messungen
47;WQproblm2[SQ002];4;CSO data transmission and management;29;multiselect;Wir haben folgende Probleme: [Drift im Messsignal];Wir haben folgende Probleme: ;Drift im Messsignal
48;WQproblm2[SQ003];4;CSO data transmission and management;29;multiselect;Wir haben folgende Probleme: [Rauschen auf dem Messsignal];Wir haben folgende Probleme: ;Rauschen auf dem Messsignal
49;WQproblm2[SQ004];4;CSO data transmission and management;29;multiselect;Wir haben folgende Probleme: [Wir sind uns über die Genauigkeit der Messungen nicht sicher];Wir haben folgende Probleme: ;Wir sind uns über die Genauigkeit der Messungen nicht sicher
50;WQproblm2[other];4;CSO data transmission and management;29;multiselect_text;Wir haben folgende Probleme: [Sonstiges];Wir haben folgende Probleme: ;Sonstiges
51;ORGshare[SQ001];4;CSO data transmission and management;30;multiselect;Unsere Organisation teilt die Wasserstandsdaten mit Dritten [Nein, das tun wir nicht];Unsere Organisation teilt die Wasserstandsdaten mit Dritten ;Nein, das tun wir nicht
52;ORGshare[SQ002];4;CSO data transmission and management;30;multiselect;Unsere Organisation teilt die Wasserstandsdaten mit Dritten [Ja, mit einem Ingenieurbüro zur Bewertung der Datenqualität];Unsere Organisation teilt die Wasserstandsdaten mit Dritten ;Ja, mit einem Ingenieurbüro zur Bewertung der Datenqualität
53;ORGshare[SQ003];4;CSO data transmission and management;30;multiselect;Unsere Organisation teilt die Wasserstandsdaten mit Dritten [Ja, um die Genauigkeit unserer Simulationsmodelle zu überprüfen];Unsere Organisation teilt die Wasserstandsdaten mit Dritten ;Ja, um die Genauigkeit unserer Simulationsmodelle zu überprüfen
54;ORGshare[SQ004];4;CSO data transmission and management;30;multiselect;Unsere Organisation teilt die Wasserstandsdaten mit Dritten [Ja, mit lokalen oder regionalen Aufsichtsbehörden zur Konformitätsbewertung];Unsere Organisation teilt die Wasserstandsdaten mit Dritten ;Ja, mit lokalen oder regionalen Aufsichtsbehörden zur Konformitätsbewertung
55;ORGshare[other];4;CSO data transmission and management;30;multiselect_text;Unsere Organisation teilt die Wasserstandsdaten mit Dritten [Sonstiges];Unsere Organisation teilt die Wasserstandsdaten mit Dritten ;Sonstiges
56;MTavail;5;Added value through the use of measurement technology;31;bool;Ist in Ihren Mischwasserüberläufen Messtechnik vorhanden?;Ist in Ihren Mischwasserüberläufen Messtechnik vorhanden?;Ja$Nein
57;METex[SQ001];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Die Funktionsweise des Entwässerugnsnetzes sichtbar machen];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Die Funktionsweise des Entwässerugnsnetzes sichtbar machen
58;METex[SQ002];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Kosten- und Zeitersparnis für den Betrieb];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Kosten- und Zeitersparnis für den Betrieb
59;METex[SQ003];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Werterhalt der Abwasseranlagen];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Werterhalt der Abwasseranlagen
60;METex[SQ004];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Kontinuierliche Überwachung zur Erkennung von Störfällen];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Kontinuierliche Überwachung zur Erkennung von Störfällen
61;METex[SQ005];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Dynamische Abflussregelung von Abwasseranlagen];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Dynamische Abflussregelung von Abwasseranlagen
62;METex[SQ006];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Integrierte Bewirtschaftung von Entwässerungsnetz und Kläranlage (und Gewässern)];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Integrierte Bewirtschaftung von Entwässerungsnetz und Kläranlage (und Gewässern)
63;METex[SQ007];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Bemessungsgrundlagen für die zukünftige Planung schaffen];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Bemessungsgrundlagen für die zukünftige Planung schaffen
64;METex[SQ008];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Vermeidung von Fehlinvestitionen];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Vermeidung von Fehlinvestitionen
65;METex[SQ009];5;Added value through the use of measurement technology;32;3multiselect;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Leistungsüberwachung und Leistungsüberprüfung];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Leistungsüberwachung und Leistungsüberprüfung
66;METex[other];5;Added value through the use of measurement technology;32;3multiselect_text;Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? [Sonstiges];Die folgenden Beispiele beschreiben, wie Betreiber von Messtechnik in der Siedlungsentwässerung profitieren können. Was sind die 3 Gründe, die Sie am meisten motivieren würden, Messtechnik zu nutzen? ;Sonstiges
67;METobst[SQ001];5;Added value through the use of measurement technology;33;3multiselect;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Finanzielle Gründe];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Finanzielle Gründe
68;METobst[SQ002];5;Added value through the use of measurement technology;33;3multiselect;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Technische Schwierigkeiten bei der Ausstattung mit Messtechnik];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Technische Schwierigkeiten bei der Ausstattung mit Messtechnik
69;METobst[SQ003];5;Added value through the use of measurement technology;33;3multiselect;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Technische Schwierigkeiten im Umgang mit den Messdaten];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Technische Schwierigkeiten im Umgang mit den Messdaten
70;METobst[SQ004];5;Added value through the use of measurement technology;33;3multiselect;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Fehlende Standardisierung von Prozessen im Umgang mit Daten];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Fehlende Standardisierung von Prozessen im Umgang mit Daten
71;METobst[SQ005];5;Added value through the use of measurement technology;33;3multiselect;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Keine behördliche Unterstützung für Datenerhebung und -verarbeitung];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Keine behördliche Unterstützung für Datenerhebung und -verarbeitung
72;METobst[SQ006];5;Added value through the use of measurement technology;33;3multiselect;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Keine gesetzlichen Vorgaben];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Keine gesetzlichen Vorgaben
73;METobst[SQ007];5;Added value through the use of measurement technology;33;3multiselect;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Messtechnik ist für uns nicht relevant oder notwendig];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Messtechnik ist für uns nicht relevant oder notwendig
74;METobst[SQ008];5;Added value through the use of measurement technology;33;3multiselect;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Wir wissen nicht viel über Messtechnik];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Wir wissen nicht viel über Messtechnik
75;METobst[other];5;Added value through the use of measurement technology;33;3multiselect_text;Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? [Sonstiges];Wo sehen Sie die 3 größten Hemmnisse für den Einsatz von Messtechnik für Ihren Abwasserverband? ;Sonstiges
76;MEASplants[SQ001];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Die Funktionsweise des Entwässerugnsnetzes sichtbar machen];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Die Funktionsweise des Entwässerugnsnetzes sichtbar machen
77;MEASplants[SQ002];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Kosten- und Zeitersparnis für den Betrieb];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Kosten- und Zeitersparnis für den Betrieb
78;MEASplants[SQ003];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Werterhalt der Abwasseranlagen];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Werterhalt der Abwasseranlagen
79;MEASplants[SQ004];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Kontinuierliche Überwachung zur Erkennung von Störfällen];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Kontinuierliche Überwachung zur Erkennung von Störfällen
80;MEASplants[SQ005];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Dynamische Abflussregelung von Abwasseranlagen];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Dynamische Abflussregelung von Abwasseranlagen
81;MEASplants[SQ006];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Integriertes Kanalnetzmanagement von Entwässerungsnetz und Kläranlage (und Gewässern)];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Integriertes Kanalnetzmanagement von Entwässerungsnetz und Kläranlage (und Gewässern)
82;MEASplants[SQ007];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Bemessungsgrundlage für die zukünftige Planung];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Bemessungsgrundlage für die zukünftige Planung
83;MEASplants[SQ008];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Vermeidung von Fehlinvestitionen];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Vermeidung von Fehlinvestitionen
